time,altitude,velocity,acceleration
20.8504,2161.66,19.3565,-10.0419
20.8604,2161.86,19.2561,-10.0395
20.8704,2162.05,19.1557,-10.0371
20.8804,2162.24,19.0554,-10.0348
20.8904,2162.43,18.955,-10.0324
20.9004,2162.62,18.8547,-10.0301
20.9104,2162.8,18.7545,-10.0277
20.9204,2162.99,18.6542,-10.0254
20.9304,2163.18,18.554,-10.0231
20.9404,2163.36,18.4538,-10.0209
20.9504,2163.54,18.3536,-10.0186
20.9604,2163.73,18.2534,-10.0163
20.9704,2163.91,18.1533,-10.0141
20.9804,2164.09,18.0532,-10.0118
20.9904,2164.27,17.9531,-10.0096
21.0004,2164.45,17.853,-10.0074
21.0104,2164.62,17.7529,-10.0052
21.0204,2164.8,17.6529,-10.003
21.0304,2164.98,17.5529,-10.0009
21.0404,2165.15,17.4529,-9.99871
21.0504,2165.32,17.353,-9.99657
21.0604,2165.5,17.253,-9.99444
21.0704,2165.67,17.1531,-9.99232
21.0804,2165.84,17.0532,-9.99022
21.0904,2166.01,16.9533,-9.98812
21.1004,2166.18,16.8534,-9.98604
21.1104,2166.34,16.7536,-9.98397
21.1204,2166.51,16.6538,-9.98192
21.1304,2166.68,16.554,-9.97988
21.1404,2166.84,16.4542,-9.97785
21.1504,2167,16.3544,-9.97583
21.1604,2167.17,16.2547,-9.97382
21.1704,2167.33,16.155,-9.97183
21.1804,2167.49,16.0553,-9.96985
21.1904,2167.65,15.9556,-9.96789
21.2004,2167.81,15.856,-9.96593
21.2104,2167.97,15.7563,-9.96399
21.2204,2168.12,15.6567,-9.96206
21.2304,2168.28,15.5571,-9.96014
21.2404,2168.43,15.4575,-9.95824
21.2504,2168.59,15.3579,-9.95635
21.2604,2168.74,15.2584,-9.95447
21.2704,2168.89,15.1589,-9.9526
21.2804,2169.04,15.0594,-9.95075
21.2904,2169.19,14.9599,-9.94891
21.3004,2169.34,14.8604,-9.94708
21.3104,2169.49,14.761,-9.94526
21.3204,2169.63,14.6615,-9.94346
21.3304,2169.78,14.5621,-9.94166
21.3404,2169.92,14.4627,-9.93988
21.3504,2170.07,14.3633,-9.93812
21.3604,2170.21,14.264,-9.93636
21.3704,2170.35,14.1646,-9.93462
21.3804,2170.49,14.0653,-9.93289
21.3904,2170.63,13.966,-9.93117
21.4004,2170.77,13.8667,-9.92947
21.4104,2170.91,13.7674,-9.92778
21.4204,2171.04,13.6681,-9.92609
21.4304,2171.18,13.5689,-9.92443
21.4404,2171.31,13.4697,-9.92277
21.4504,2171.45,13.3705,-9.92113
21.4604,2171.58,13.2713,-9.9195
21.4704,2171.71,13.1721,-9.91788
21.4804,2171.84,13.0729,-9.91627
21.4904,2171.97,12.9738,-9.91468
21.5004,2172.1,12.8746,-9.9131
21.5104,2172.23,12.7755,-9.91153
21.5204,2172.36,12.6764,-9.90997
21.5304,2172.48,12.5773,-9.90842
21.5404,2172.61,12.4783,-9.90689
21.5504,2172.73,12.3792,-9.90537
21.5604,2172.85,12.2802,-9.90386
21.5704,2172.98,12.1812,-9.90237
21.5804,2173.1,12.0821,-9.90088
21.5904,2173.22,11.9832,-9.89941
21.6004,2173.33,11.8842,-9.89795
21.6104,2173.45,11.7852,-9.89651
21.6204,2173.57,11.6863,-9.89507
21.6304,2173.69,11.5873,-9.89365
21.6404,2173.8,11.4884,-9.89224
21.6504,2173.91,11.3895,-9.89084
21.6604,2174.03,11.2906,-9.88945
21.6704,2174.14,11.1917,-9.88808
21.6804,2174.25,11.0928,-9.88672
21.6904,2174.36,10.994,-9.88537
21.7004,2174.47,10.8952,-9.88403
21.7104,2174.58,10.7963,-9.88271
21.7204,2174.68,10.6975,-9.88139
21.7304,2174.79,10.5987,-9.88009
21.7404,2174.89,10.4999,-9.8788
21.7504,2175,10.4011,-9.87753
21.7604,2175.1,10.3024,-9.87626
21.7704,2175.2,10.2036,-9.87501
21.7804,2175.3,10.1049,-9.87377
21.7904,2175.4,10.0062,-9.87254
21.8004,2175.5,9.90746,-9.87133
21.8104,2175.6,9.80876,-9.87012
21.8204,2175.7,9.71007,-9.86893
21.8304,2175.8,9.61139,-9.86775
21.8404,2175.89,9.51272,-9.86658
21.8504,2175.98,9.41407,-9.86543
21.8604,2176.08,9.31543,-9.86428
21.8704,2176.17,9.2168,-9.86315
21.8804,2176.26,9.11818,-9.86203
21.8904,2176.35,9.01957,-9.86092
21.9004,2176.44,8.92097,-9.85983
21.9104,2176.53,8.82238,-9.85875
21.9204,2176.62,8.7238,-9.85767
21.9304,2176.7,8.62524,-9.85662
21.9404,2176.79,8.52668,-9.85557
21.9504,2176.87,8.42814,-9.85453
21.9604,2176.95,8.3296,-9.85351
21.9704,2177.04,8.23108,-9.8525
21.9804,2177.12,8.13256,-9.8515
21.9904,2177.2,8.03406,-9.85051
22.0004,2177.28,7.93556,-9.84953
22.0104,2177.36,7.83708,-9.84857
22.0204,2177.43,7.7386,-9.84762
22.0304,2177.51,7.64013,-9.84668
22.0404,2177.59,7.54168,-9.84575
22.0504,2177.66,7.44323,-9.84484
22.0604,2177.73,7.34479,-9.84393
22.0704,2177.81,7.24636,-9.84304
22.0804,2177.88,7.14794,-9.84216
22.0904,2177.95,7.04952,-9.8413
22.1004,2178.02,6.95112,-9.84044
22.1104,2178.09,6.85272,-9.83959
22.1204,2178.15,6.75433,-9.83876
22.1304,2178.22,6.65596,-9.83794
22.1404,2178.29,6.55758,-9.83714
22.1504,2178.35,6.45922,-9.83634
22.1604,2178.41,6.36086,-9.83555
22.1704,2178.48,6.26252,-9.83478
22.1804,2178.54,6.16418,-9.83402
22.1904,2178.6,6.06584,-9.83327
22.2004,2178.66,5.96752,-9.83254
22.2104,2178.72,5.8692,-9.83181
22.2204,2178.78,5.77089,-9.8311
22.2304,2178.83,5.67259,-9.8304
22.2404,2178.89,5.57429,-9.82971
22.2504,2178.94,5.476,-9.82903
22.2604,2179,5.37771,-9.82837
22.2704,2179.05,5.27944,-9.82771
22.2804,2179.1,5.18117,-9.82707
22.2904,2179.15,5.0829,-9.82644
22.3004,2179.2,4.98464,-9.82582
22.3104,2179.25,4.88639,-9.82522
22.3204,2179.3,4.78815,-9.82463
22.3304,2179.34,4.68991,-9.82404
22.3404,2179.39,4.59167,-9.82347
22.3504,2179.44,4.49344,-9.82291
22.3604,2179.48,4.39522,-9.82237
22.3704,2179.52,4.297,-9.82183
22.3804,2179.56,4.19879,-9.82131
22.3904,2179.61,4.10058,-9.8208
22.4004,2179.65,4.00238,-9.8203
22.4104,2179.68,3.90418,-9.81981
22.4204,2179.72,3.80598,-9.81934
22.4304,2179.76,3.7078,-9.81887
22.4404,2179.8,3.60961,-9.81842
22.4504,2179.83,3.51143,-9.81798
22.4604,2179.87,3.41326,-9.81755
22.4704,2179.9,3.31508,-9.81714
22.4804,2179.93,3.21692,-9.81673
22.4904,2179.96,3.11875,-9.81634
22.5004,2179.99,3.02059,-9.81596
22.5104,2180.02,2.92244,-9.81559
22.5204,2180.05,2.82429,-9.81523
22.5304,2180.08,2.72614,-9.81489
22.5404,2180.1,2.62799,-9.81455
22.5504,2180.13,2.52985,-9.81423
22.5604,2180.15,2.43171,-9.81392
22.5704,2180.18,2.33357,-9.81362
22.5804,2180.2,2.23544,-9.81334
22.5904,2180.22,2.13731,-9.81306
22.6004,2180.24,2.03918,-9.8128
22.6104,2180.26,1.94106,-9.81255
22.6204,2180.28,1.84293,-9.81231
22.6304,2180.3,1.74481,-9.81208
22.6404,2180.31,1.64669,-9.81186
22.6504,2180.33,1.54858,-9.81166
22.6604,2180.34,1.45046,-9.81147
22.6704,2180.36,1.35235,-9.81129
22.6804,2180.37,1.25424,-9.81112
22.6904,2180.38,1.15613,-9.81096
22.7004,2180.39,1.05802,-9.81082
22.7104,2180.4,0.959913,-9.81069
22.7204,2180.41,0.861808,-9.81056
22.7304,2180.42,0.763703,-9.81046
22.7404,2180.42,0.6656,-9.81036
22.7504,2180.43,0.567497,-9.81027
22.7604,2180.43,0.469395,-9.8102
22.7704,2180.44,0.371294,-9.81013
22.7804,2180.44,0.273193,-9.81008
22.7904,2180.44,0.175092,-9.81005
22.8004,2180.44,0.0769921,-9.81002
22.8104,2180.44,-0.021108,-9.81
22.8204,2180.44,-0.119208,-9.81
22.8304,2180.44,-0.217308,-9.80999
22.8404,2180.43,-0.315408,-9.80997
22.8504,2180.43,-0.413507,-9.80994
22.8604,2180.43,-0.511606,-9.8099
22.8704,2180.42,-0.609704,-9.80984
22.8804,2180.41,-0.707802,-9.80977
22.8904,2180.4,-0.805899,-9.80969
22.9004,2180.4,-0.903995,-9.8096
22.9104,2180.39,-1.00209,-9.8095
22.9204,2180.37,-1.10018,-9.80939
22.9304,2180.36,-1.19828,-9.80926
22.9404,2180.35,-1.29637,-9.80912
22.9504,2180.34,-1.39446,-9.80897
22.9604,2180.32,-1.49255,-9.80881
22.9704,2180.3,-1.59063,-9.80864
22.9804,2180.29,-1.68872,-9.80845
22.9904,2180.27,-1.7868,-9.80825
23.0004,2180.25,-1.88488,-9.80804
23.0104,2180.23,-1.98296,-9.80782
23.0204,2180.21,-2.08103,-9.80759
23.0304,2180.19,-2.17911,-9.80735
23.0404,2180.17,-2.27718,-9.80709
23.0504,2180.14,-2.37525,-9.80682
23.0604,2180.12,-2.47331,-9.80654
23.0704,2180.09,-2.57137,-9.80625
23.0804,2180.07,-2.66943,-9.80595
23.0904,2180.04,-2.76749,-9.80564
23.1004,2180.01,-2.86554,-9.80531
23.1104,2179.98,-2.96359,-9.80497
23.1204,2179.95,-3.06164,-9.80462
23.1304,2179.92,-3.15968,-9.80426
23.1404,2179.89,-3.25772,-9.80389
23.1504,2179.85,-3.35576,-9.8035
23.1604,2179.82,-3.45379,-9.8031
23.1704,2179.78,-3.55181,-9.80269
23.1804,2179.75,-3.64984,-9.80227
23.1904,2179.71,-3.74785,-9.80184
23.2004,2179.67,-3.84587,-9.8014
23.2104,2179.63,-3.94388,-9.80094
23.2204,2179.59,-4.04188,-9.80047
23.2304,2179.55,-4.13988,-9.79999
23.2404,2179.51,-4.23788,-9.7995
23.2504,2179.46,-4.33587,-9.799
23.2604,2179.42,-4.43385,-9.79849
23.2704,2179.37,-4.53183,-9.79796
23.2804,2179.33,-4.62981,-9.79742
23.2904,2179.28,-4.72777,-9.79687
23.3004,2179.23,-4.82574,-9.79631
23.3104,2179.18,-4.92369,-9.79574
23.3204,2179.13,-5.02165,-9.79515
23.3304,2179.08,-5.11959,-9.79455
23.3404,2179.03,-5.21753,-9.79395
23.3504,2178.97,-5.31546,-9.79333
23.3604,2178.92,-5.41339,-9.79269
23.3704,2178.86,-5.51131,-9.79205
23.3804,2178.81,-5.60923,-9.7914
23.3904,2178.75,-5.70713,-9.79073
23.4004,2178.69,-5.80503,-9.79005
23.4104,2178.63,-5.90293,-9.78936
23.4204,2178.57,-6.00081,-9.78866
23.4304,2178.51,-6.09869,-9.78794
23.4404,2178.45,-6.19656,-9.78722
23.4504,2178.39,-6.29443,-9.78648
23.4604,2178.32,-6.39229,-9.78573
23.4704,2178.26,-6.49014,-9.78497
23.4804,2178.19,-6.58798,-9.7842
23.4904,2178.13,-6.68581,-9.78342
23.5004,2178.06,-6.78364,-9.78262
23.5104,2177.99,-6.88146,-9.78181
23.5204,2177.92,-6.97927,-9.781
23.5304,2177.85,-7.07707,-9.78016
23.5404,2177.78,-7.17486,-9.77932
23.5504,2177.7,-7.27265,-9.77847
23.5604,2177.63,-7.37042,-9.7776
23.5704,2177.56,-7.46819,-9.77673
23.5804,2177.48,-7.56595,-9.77584
23.5904,2177.4,-7.6637,-9.77494
23.6004,2177.33,-7.76144,-9.77403
23.6104,2177.25,-7.85917,-9.7731
23.6204,2177.17,-7.95689,-9.77217
23.6304,2177.09,-8.0546,-9.77122
23.6404,2177.01,-8.15231,-9.77026
23.6504,2176.92,-8.25,-9.76929
23.6604,2176.84,-8.34768,-9.76831
23.6704,2176.76,-8.44535,-9.76732
23.6804,2176.67,-8.54302,-9.76631
23.6904,2176.58,-8.64067,-9.7653
23.7004,2176.5,-8.73831,-9.76427
23.7104,2176.41,-8.83595,-9.76323
23.7204,2176.32,-8.93357,-9.76218
23.7304,2176.23,-9.03118,-9.76112
23.7404,2176.14,-9.12878,-9.76004
23.7504,2176.04,-9.22637,-9.75896
23.7604,2175.95,-9.32395,-9.75786
23.7704,2175.86,-9.42152,-9.75675
23.7804,2175.76,-9.51907,-9.75563
23.7904,2175.67,-9.61662,-9.7545
23.8004,2175.57,-9.71415,-9.75336
23.8104,2175.47,-9.81167,-9.7522
23.8204,2175.37,-9.90918,-9.75104
23.8305,2175.27,-10.0067,-9.74986
23.8405,2175.17,-10.1042,-9.74867
23.8505,2175.07,-10.2016,-9.74747
23.8605,2174.96,-10.2991,-9.74625
23.8705,2174.86,-10.3966,-9.74503
23.8805,2174.76,-10.494,-9.7438
23.8905,2174.65,-10.5914,-9.74255
23.9005,2174.54,-10.6888,-9.74129
23.9105,2174.43,-10.7862,-9.74002
23.9205,2174.33,-10.8836,-9.73874
23.9305,2174.22,-10.981,-9.73745
23.9405,2174.11,-11.0784,-9.73614
23.9505,2173.99,-11.1757,-9.73483
23.9605,2173.88,-11.273,-9.7335
23.9705,2173.77,-11.3704,-9.73216
23.9805,2173.65,-11.4677,-9.73081
23.9905,2173.54,-11.565,-9.72945
24.0005,2173.42,-11.6622,-9.72808
24.0105,2173.3,-11.7595,-9.7267
24.0205,2173.18,-11.8568,-9.7253
24.0305,2173.06,-11.954,-9.72389
24.0405,2172.94,-12.0512,-9.72248
24.0505,2172.82,-12.1484,-9.72105
24.0605,2172.7,-12.2456,-9.7196
24.0705,2172.58,-12.3428,-9.71815
24.0805,2172.45,-12.44,-9.71669
24.0905,2172.33,-12.5371,-9.71521
24.1005,2172.2,-12.6343,-9.71373
24.1105,2172.07,-12.7314,-9.71223
24.1205,2171.94,-12.8285,-9.71072
24.1305,2171.81,-12.9256,-9.7092
24.1405,2171.68,-13.0227,-9.70767
24.1505,2171.55,-13.1197,-9.70613
24.1605,2171.42,-13.2168,-9.70457
24.1705,2171.29,-13.3138,-9.70301
24.1805,2171.15,-13.4108,-9.70143
24.1905,2171.02,-13.5078,-9.69984
24.2005,2170.88,-13.6048,-9.69824
24.2105,2170.75,-13.7018,-9.69663
24.2205,2170.61,-13.7987,-9.69501
24.2305,2170.47,-13.8957,-9.69338
24.2405,2170.33,-13.9926,-9.69173
24.2505,2170.19,-14.0895,-9.69008
24.2605,2170.05,-14.1864,-9.68841
24.2705,2169.9,-14.2832,-9.68673
24.2805,2169.76,-14.3801,-9.68504
24.2905,2169.62,-14.4769,-9.68334
24.3005,2169.47,-14.5737,-9.68163
24.3105,2169.32,-14.6705,-9.67991
24.3205,2169.18,-14.7673,-9.67817
24.3305,2169.03,-14.8641,-9.67643
24.3405,2168.88,-14.9608,-9.67467
24.3505,2168.73,-15.0575,-9.67291
24.3605,2168.57,-15.1543,-9.67113
24.3705,2168.42,-15.2509,-9.66934
24.3805,2168.27,-15.3476,-9.66754
24.3905,2168.11,-15.4443,-9.66573
24.4005,2167.96,-15.5409,-9.6639
24.4105,2167.8,-15.6375,-9.66207
24.4205,2167.64,-15.7341,-9.66022
24.4305,2167.49,-15.8307,-9.65837
24.4405,2167.33,-15.9273,-9.6565
24.4505,2167.17,-16.0238,-9.65462
24.4605,2167.01,-16.1204,-9.65273
24.4705,2166.84,-16.2169,-9.65083
24.4805,2166.68,-16.3134,-9.64892
24.4905,2166.52,-16.4098,-9.647
24.5005,2166.35,-16.5063,-9.64507
24.5105,2166.19,-16.6027,-9.64312
24.5205,2166.02,-16.6991,-9.64116
24.5305,2165.85,-16.7955,-9.6392
24.5405,2165.68,-16.8919,-9.63722
24.5505,2165.51,-16.9882,-9.63523
24.5605,2165.34,-17.0846,-9.63323
24.5705,2165.17,-17.1809,-9.63122
24.5805,2165,-17.2772,-9.6292
24.5905,2164.82,-17.3734,-9.62717
24.6005,2164.65,-17.4697,-9.62513
24.6105,2164.47,-17.5659,-9.62307
24.6205,2164.3,-17.6621,-9.62101
24.6305,2164.12,-17.7583,-9.61893
24.6405,2163.94,-17.8545,-9.61684
24.6505,2163.76,-17.9506,-9.61475
24.6605,2163.58,-18.0468,-9.61264
24.6705,2163.4,-18.1429,-9.61052
24.6805,2163.22,-18.239,-9.60839
24.6905,2163.03,-18.335,-9.60625
24.7005,2162.85,-18.4311,-9.60409
24.7105,2162.66,-18.5271,-9.60193
24.7205,2162.48,-18.6231,-9.59976
24.7305,2162.29,-18.7191,-9.59757
24.7405,2162.1,-18.815,-9.59538
24.7505,2161.91,-18.9109,-9.59317
24.7605,2161.72,-19.0068,-9.59096
24.7705,2161.53,-19.1027,-9.58873
24.7805,2161.34,-19.1986,-9.58649
24.7905,2161.15,-19.2944,-9.58424
24.8005,2160.95,-19.3903,-9.58198
24.8105,2160.76,-19.4861,-9.57971
24.8205,2160.56,-19.5818,-9.57743
24.8305,2160.36,-19.6776,-9.57514
24.8405,2160.17,-19.7733,-9.57284
24.8505,2159.97,-19.869,-9.57052
24.8605,2159.77,-19.9647,-9.5682
24.8705,2159.57,-20.0604,-9.56586
24.8805,2159.37,-20.156,-9.56352
24.8905,2159.16,-20.2516,-9.56116
24.9005,2158.96,-20.3472,-9.5588
24.9105,2158.76,-20.4428,-9.55642
24.9205,2158.55,-20.5383,-9.55403
24.9305,2158.34,-20.6338,-9.55163
24.9405,2158.14,-20.7293,-9.54923
24.9505,2157.93,-20.8248,-9.54681
24.9605,2157.72,-20.9202,-9.54438
24.9705,2157.51,-21.0156,-9.54194
24.9805,2157.3,-21.111,-9.53948
24.9905,2157.09,-21.2064,-9.53702
25.0005,2156.87,-21.3017,-9.53455
25.0105,2156.66,-21.3971,-9.53207
25.0205,2156.44,-21.4924,-9.52958
25.0305,2156.23,-21.5876,-9.52707
25.0405,2156.01,-21.6829,-9.52456
25.0505,2155.79,-21.7781,-9.52204
25.0605,2155.57,-21.8733,-9.5195
25.0705,2155.36,-21.9685,-9.51696
25.0805,2155.13,-22.0636,-9.5144
25.0905,2154.91,-22.1587,-9.51183
25.1005,2154.69,-22.2538,-9.50926
25.1105,2154.47,-22.3489,-9.50667
25.1205,2154.24,-22.4439,-9.50407
25.1305,2154.02,-22.5389,-9.50147
25.1405,2153.79,-22.6339,-9.49885
25.1505,2153.56,-22.7289,-9.49622
25.1605,2153.34,-22.8238,-9.49358
25.1705,2153.11,-22.9187,-9.49093
25.1805,2152.88,-23.0136,-9.48827
25.1905,2152.64,-23.1085,-9.4856
25.2005,2152.41,-23.2033,-9.48292
25.2105,2152.18,-23.2981,-9.48023
25.2205,2151.95,-23.3929,-9.47753
25.2305,2151.71,-23.4876,-9.47482
25.2405,2151.48,-23.5824,-9.4721
25.2505,2151.24,-23.677,-9.46937
25.2605,2151,-23.7717,-9.46663
25.2705,2150.76,-23.8664,-9.46388
25.2805,2150.52,-23.961,-9.46112
25.2905,2150.28,-24.0555,-9.45835
25.3005,2150.04,-24.1501,-9.45557
25.3105,2149.8,-24.2446,-9.45277
25.3205,2149.55,-24.3391,-9.44997
25.3305,2149.31,-24.4336,-9.44716
25.3405,2149.06,-24.528,-9.44434
25.3505,2148.82,-24.6225,-9.4415
25.3605,2148.57,-24.7168,-9.43866
25.3705,2148.32,-24.8112,-9.43581
25.3805,2148.07,-24.9055,-9.43295
25.3905,2147.82,-24.9998,-9.43008
25.4005,2147.57,-25.0941,-9.42719
25.4105,2147.32,-25.1884,-9.4243
25.4205,2147.07,-25.2826,-9.4214
25.4305,2146.81,-25.3768,-9.41849
25.4405,2146.56,-25.4709,-9.41556
25.4505,2146.3,-25.565,-9.41263
25.4605,2146.05,-25.6591,-9.40969
25.4705,2145.79,-25.7532,-9.40674
25.4805,2145.53,-25.8472,-9.40377
25.4905,2145.27,-25.9412,-9.4008
25.5005,2145.01,-26.0352,-9.39782
25.5105,2144.75,-26.1292,-9.39483
25.5205,2144.49,-26.2231,-9.39183
25.5305,2144.23,-26.317,-9.38881
25.5405,2143.96,-26.4108,-9.38579
25.5505,2143.7,-26.5047,-9.38276
25.5605,2143.43,-26.5985,-9.37972
25.5705,2143.16,-26.6922,-9.37667
25.5805,2142.9,-26.786,-9.37361
25.5905,2142.63,-26.8797,-9.37054
25.6005,2142.36,-26.9733,-9.36746
25.6105,2142.09,-27.067,-9.36437
25.6205,2141.81,-27.1606,-9.36127
25.6305,2141.54,-27.2542,-9.35816
25.6405,2141.27,-27.3477,-9.35504
25.6505,2140.99,-27.4412,-9.35191
25.6605,2140.72,-27.5347,-9.34877
25.6705,2140.44,-27.6282,-9.34563
25.6805,2140.17,-27.7216,-9.34247
25.6905,2139.89,-27.815,-9.3393
25.7005,2139.61,-27.9084,-9.33612
25.7105,2139.33,-28.0017,-9.33294
25.7205,2139.05,-28.095,-9.32974
25.7305,2138.77,-28.1883,-9.32654
25.7405,2138.48,-28.2815,-9.32332
25.7505,2138.2,-28.3747,-9.3201
25.7605,2137.91,-28.4679,-9.31686
25.7705,2137.63,-28.561,-9.31362
25.7805,2137.34,-28.6541,-9.31037
25.7905,2137.05,-28.7472,-9.3071
25.8005,2136.77,-28.8402,-9.30383
25.8105,2136.48,-28.9332,-9.30055
25.8205,2136.19,-29.0262,-9.29726
25.8305,2135.9,-29.1191,-9.29396
25.8405,2135.6,-29.212,-9.29065
25.8505,2135.31,-29.3049,-9.28733
25.8605,2135.02,-29.3978,-9.284
25.8705,2134.72,-29.4906,-9.28066
25.8805,2134.43,-29.5833,-9.27731
25.8905,2134.13,-29.6761,-9.27396
25.9005,2133.83,-29.7688,-9.27059
25.9105,2133.53,-29.8614,-9.26722
25.9205,2133.23,-29.9541,-9.26383
25.9305,2132.93,-30.0467,-9.26044
25.9405,2132.63,-30.1393,-9.25703
25.9505,2132.33,-30.2318,-9.25362
25.9605,2132.03,-30.3243,-9.2502
25.9705,2131.72,-30.4168,-9.24677
25.9805,2131.42,-30.5092,-9.24333
25.9905,2131.11,-30.6016,-9.23988
26.0005,2130.8,-30.694,-9.23642
26.0105,2130.5,-30.7863,-9.23295
26.0205,2130.19,-30.8786,-9.22948
26.0305,2129.88,-30.9708,-9.22599
26.0405,2129.57,-31.0631,-9.22249
26.0505,2129.25,-31.1553,-9.21899
26.0605,2128.94,-31.2474,-9.21548
26.0705,2128.63,-31.3395,-9.21196
26.0805,2128.31,-31.4316,-9.20842
26.0905,2128,-31.5237,-9.20488
26.1005,2127.68,-31.6157,-9.20133
26.1105,2127.37,-31.7077,-9.19777
26.1205,2127.05,-31.7996,-9.19421
26.1305,2126.73,-31.8915,-9.19063
26.1405,2126.41,-31.9834,-9.18705
26.1505,2126.09,-32.0752,-9.18345
26.1605,2125.77,-32.167,-9.17985
26.1705,2125.44,-32.2588,-9.17624
26.1805,2125.12,-32.3505,-9.17262
26.1905,2124.8,-32.4422,-9.16899
26.2005,2124.47,-32.5338,-9.16535
26.2105,2124.14,-32.6255,-9.1617
26.2205,2123.82,-32.717,-9.15804
26.2305,2123.49,-32.8086,-9.15438
26.2405,2123.16,-32.9001,-9.1507
26.2505,2122.83,-32.9916,-9.14702
26.2605,2122.5,-33.083,-9.14333
26.2705,2122.17,-33.1744,-9.13963
26.2805,2121.83,-33.2657,-9.13592
26.2905,2121.5,-33.3571,-9.1322
26.3005,2121.17,-33.4484,-9.12848
26.3105,2120.83,-33.5396,-9.12474
26.3205,2120.5,-33.6308,-9.121
26.3305,2120.16,-33.722,-9.11724
26.3405,2119.82,-33.8131,-9.11348
26.3505,2119.48,-33.9042,-9.10971
26.3605,2119.14,-33.9953,-9.10593
26.3705,2118.8,-34.0863,-9.10215
26.3805,2118.46,-34.1773,-9.09835
26.3905,2118.12,-34.2682,-9.09455
26.4005,2117.77,-34.3591,-9.09073
26.4105,2117.43,-34.45,-9.08691
26.4205,2117.08,-34.5408,-9.08308
26.4305,2116.74,-34.6316,-9.07925
26.4405,2116.39,-34.7224,-9.0754
26.4505,2116.04,-34.8131,-9.07154
26.4605,2115.69,-34.9038,-9.06768
26.4705,2115.34,-34.9944,-9.06381
26.4805,2114.99,-35.085,-9.05993
26.4905,2114.64,-35.1756,-9.05604
26.5005,2114.29,-35.2661,-9.05214
26.5105,2113.93,-35.3566,-9.04823
26.5205,2113.58,-35.447,-9.04432
26.5305,2113.22,-35.5374,-9.0404
26.5405,2112.87,-35.6278,-9.03647
26.5505,2112.51,-35.7181,-9.03253
26.5605,2112.15,-35.8084,-9.02858
26.5705,2111.79,-35.8987,-9.02463
26.5805,2111.43,-35.9889,-9.02066
26.5905,2111.07,-36.079,-9.01669
26.6005,2110.71,-36.1692,-9.01271
26.6105,2110.35,-36.2592,-9.00872
26.6205,2109.98,-36.3493,-9.00473
26.6305,2109.62,-36.4393,-9.00072
26.6405,2109.25,-36.5293,-8.99671
26.6505,2108.89,-36.6192,-8.99269
26.6605,2108.52,-36.7091,-8.98866
26.6705,2108.15,-36.7989,-8.98462
26.6805,2107.78,-36.8887,-8.98058
26.6905,2107.41,-36.9785,-8.97652
26.7005,2107.04,-37.0682,-8.97246
26.7105,2106.67,-37.1579,-8.96839
26.7205,2106.3,-37.2475,-8.96432
26.7305,2105.93,-37.3371,-8.96023
26.7405,2105.55,-37.4267,-8.95614
26.7505,2105.18,-37.5162,-8.95204
26.7605,2104.8,-37.6057,-8.94793
26.7705,2104.42,-37.6951,-8.94381
26.7805,2104.05,-37.7845,-8.93968
26.7905,2103.67,-37.8739,-8.93555
26.8005,2103.29,-37.9632,-8.93141
26.8105,2102.91,-38.0525,-8.92726
26.8205,2102.53,-38.1417,-8.92311
26.8305,2102.14,-38.2309,-8.91894
26.8405,2101.76,-38.32,-8.91477
26.8505,2101.38,-38.4092,-8.91059
26.8605,2100.99,-38.4982,-8.9064
26.8705,2100.6,-38.5872,-8.90221
26.8805,2100.22,-38.6762,-8.898
26.8905,2099.83,-38.7652,-8.89379
26.9005,2099.44,-38.8541,-8.88957
26.9105,2099.05,-38.9429,-8.88535
26.9205,2098.66,-39.0317,-8.88111
26.9305,2098.27,-39.1205,-8.87687
26.9405,2097.88,-39.2092,-8.87262
26.9505,2097.49,-39.2979,-8.86837
26.9605,2097.09,-39.3865,-8.8641
26.9705,2096.7,-39.4751,-8.85983
26.9805,2096.3,-39.5637,-8.85555
26.9905,2095.91,-39.6522,-8.85126
27.0005,2095.51,-39.7407,-8.84697
27.0105,2095.11,-39.8291,-8.84267
27.0205,2094.71,-39.9175,-8.83836
27.0305,2094.31,-40.0058,-8.83404
27.0405,2093.91,-40.0941,-8.82971
27.0505,2093.51,-40.1824,-8.82538
27.0605,2093.1,-40.2706,-8.82104
27.0705,2092.7,-40.3588,-8.8167
27.0805,2092.3,-40.4469,-8.81234
27.0905,2091.89,-40.535,-8.80798
27.1005,2091.49,-40.623,-8.80361
27.1105,2091.08,-40.711,-8.79924
27.1205,2090.67,-40.7989,-8.79485
27.1305,2090.26,-40.8868,-8.79046
27.1405,2089.85,-40.9747,-8.78606
27.1505,2089.44,-41.0625,-8.78166
27.1605,2089.03,-41.1503,-8.77725
27.1705,2088.62,-41.238,-8.77283
27.1805,2088.2,-41.3257,-8.7684
27.1905,2087.79,-41.4133,-8.76396
27.2005,2087.37,-41.5009,-8.75952
27.2105,2086.96,-41.5885,-8.75507
27.2205,2086.54,-41.676,-8.75062
27.2305,2086.12,-41.7635,-8.74616
27.2405,2085.71,-41.8509,-8.74169
27.2505,2085.29,-41.9383,-8.73721
27.2605,2084.87,-42.0256,-8.73273
27.2705,2084.44,-42.1129,-8.72823
27.2805,2084.02,-42.2001,-8.72374
27.2905,2083.6,-42.2873,-8.71923
27.3005,2083.18,-42.3744,-8.71472
27.3105,2082.75,-42.4615,-8.7102
