time,altitude,velocity,acceleration
27.3205,2082.33,-42.5486,-8.70567
27.3305,2081.9,-42.6356,-8.70114
27.3405,2081.47,-42.7226,-8.6966
27.3505,2081.04,-42.8095,-8.69205
27.3605,2080.62,-42.8964,-8.6875
27.3705,2080.19,-42.9832,-8.68294
27.3805,2079.75,-43.07,-8.67837
27.3905,2079.32,-43.1567,-8.6738
27.4005,2078.89,-43.2434,-8.66922
27.4105,2078.46,-43.3301,-8.66463
27.4205,2078.02,-43.4167,-8.66003
27.4305,2077.59,-43.5032,-8.65543
27.4405,2077.15,-43.5897,-8.65082
27.4505,2076.72,-43.6762,-8.64621
27.4605,2076.28,-43.7626,-8.64159
27.4705,2075.84,-43.849,-8.63696
27.4805,2075.4,-43.9353,-8.63233
27.4905,2074.96,-44.0216,-8.62768
27.5005,2074.52,-44.1078,-8.62304
27.5105,2074.08,-44.194,-8.61838
27.5205,2073.63,-44.2801,-8.61372
27.5305,2073.19,-44.3662,-8.60905
27.5405,2072.75,-44.4523,-8.60438
27.5505,2072.3,-44.5383,-8.5997
27.5605,2071.85,-44.6242,-8.59501
27.5705,2071.41,-44.7101,-8.59032
27.5805,2070.96,-44.796,-8.58562
27.5905,2070.51,-44.8818,-8.58091
27.6005,2070.06,-44.9675,-8.5762
27.6105,2069.61,-45.0533,-8.57148
27.6205,2069.16,-45.1389,-8.56675
27.6305,2068.71,-45.2246,-8.56202
27.6405,2068.25,-45.3101,-8.55728
27.6505,2067.8,-45.3956,-8.55253
27.6605,2067.34,-45.4811,-8.54778
27.6705,2066.89,-45.5666,-8.54302
27.6805,2066.43,-45.6519,-8.53826
27.6905,2065.98,-45.7373,-8.53349
27.7005,2065.52,-45.8226,-8.52871
27.7105,2065.06,-45.9078,-8.52393
27.7205,2064.6,-45.993,-8.51914
27.7305,2064.14,-46.0781,-8.51435
27.7405,2063.68,-46.1632,-8.50954
27.7505,2063.21,-46.2483,-8.50474
27.7605,2062.75,-46.3333,-8.49992
27.7705,2062.29,-46.4182,-8.4951
27.7805,2061.82,-46.5031,-8.49028
27.7905,2061.36,-46.588,-8.48544
27.8005,2060.89,-46.6728,-8.48061
27.8105,2060.42,-46.7575,-8.47576
27.8205,2059.95,-46.8423,-8.47091
27.8305,2059.48,-46.9269,-8.46605
27.8405,2059.01,-47.0115,-8.46119
27.8505,2058.54,-47.0961,-8.45632
27.8605,2058.07,-47.1806,-8.45145
27.8705,2057.6,-47.2651,-8.44657
27.8805,2057.12,-47.3495,-8.44168
27.8905,2056.65,-47.4339,-8.43679
27.9005,2056.17,-47.5182,-8.43189
27.9105,2055.7,-47.6025,-8.42699
27.9205,2055.22,-47.6867,-8.42208
27.9305,2054.74,-47.7708,-8.41716
27.9405,2054.27,-47.855,-8.41224
27.9505,2053.79,-47.939,-8.40732
27.9605,2053.31,-48.0231,-8.40238
27.9705,2052.82,-48.107,-8.39744
27.9805,2052.34,-48.191,-8.3925
27.9905,2051.86,-48.2748,-8.38755
28.0005,2051.38,-48.3587,-8.38259
28.0105,2050.89,-48.4424,-8.37763
28.0205,2050.41,-48.5262,-8.37267
28.0305,2049.92,-48.6098,-8.36769
28.0405,2049.43,-48.6935,-8.36271
28.0505,2048.95,-48.777,-8.35773
28.0605,2048.46,-48.8606,-8.35274
28.0705,2047.97,-48.944,-8.34775
28.0805,2047.48,-49.0275,-8.34274
28.0905,2046.99,-49.1108,-8.33774
28.1005,2046.49,-49.1942,-8.33273
28.1105,2046,-49.2774,-8.32771
28.1205,2045.51,-49.3607,-8.32269
28.1305,2045.01,-49.4438,-8.31766
28.1405,2044.52,-49.527,-8.31263
28.1505,2044.02,-49.6101,-8.30759
28.1605,2043.53,-49.6931,-8.30254
28.1705,2043.03,-49.7761,-8.29749
28.1805,2042.53,-49.859,-8.29244
28.1905,2042.03,-49.9418,-8.28738
28.2006,2041.53,-50.0247,-8.28231
28.2106,2041.03,-50.1074,-8.27724
28.2206,2040.53,-50.1902,-8.27216
28.2306,2040.02,-50.2728,-8.26708
28.2406,2039.52,-50.3555,-8.26199
28.2506,2039.02,-50.438,-8.2569
28.2606,2038.51,-50.5205,-8.2518
28.2706,2038,-50.603,-8.2467
28.2806,2037.5,-50.6854,-8.24159
28.2906,2036.99,-50.7678,-8.23648
28.3006,2036.48,-50.8501,-8.23136
28.3106,2035.97,-50.9324,-8.22624
28.3206,2035.46,-51.0146,-8.22111
28.3306,2034.95,-51.0967,-8.21598
28.3406,2034.44,-51.1788,-8.21084
28.3506,2033.93,-51.2609,-8.2057
28.3606,2033.41,-51.3429,-8.20055
28.3706,2032.9,-51.4249,-8.19539
28.3806,2032.38,-51.5068,-8.19023
28.3906,2031.87,-51.5886,-8.18507
28.4006,2031.35,-51.6704,-8.1799
28.4106,2030.83,-51.7522,-8.17473
28.4206,2030.32,-51.8339,-8.16955
28.4306,2029.8,-51.9155,-8.16437
28.4406,2029.28,-51.9971,-8.15918
28.4506,2028.76,-52.0786,-8.15399
28.4606,2028.23,-52.1601,-8.14879
28.4706,2027.71,-52.2416,-8.14359
28.4806,2027.19,-52.3229,-8.13838
28.4906,2026.66,-52.4043,-8.13317
28.5006,2026.14,-52.4856,-8.12795
28.5106,2025.61,-52.5668,-8.12273
28.5206,2025.09,-52.648,-8.1175
28.5306,2024.56,-52.7291,-8.11227
28.5406,2024.03,-52.8102,-8.10703
28.5506,2023.5,-52.8912,-8.10179
28.5606,2022.97,-52.9721,-8.09655
28.5706,2022.44,-53.0531,-8.0913
28.5806,2021.91,-53.1339,-8.08604
28.5906,2021.38,-53.2147,-8.08078
28.6006,2020.85,-53.2955,-8.07552
28.6106,2020.31,-53.3762,-8.07025
28.6206,2019.78,-53.4568,-8.06498
28.6306,2019.24,-53.5374,-8.0597
28.6406,2018.71,-53.618,-8.05442
28.6506,2018.17,-53.6985,-8.04913
28.6606,2017.63,-53.7789,-8.04384
28.6706,2017.09,-53.8593,-8.03855
28.6806,2016.55,-53.9396,-8.03325
28.6906,2016.01,-54.0199,-8.02794
28.7006,2015.47,-54.1001,-8.02263
28.7106,2014.93,-54.1803,-8.01732
28.7206,2014.39,-54.2604,-8.012
28.7306,2013.84,-54.3405,-8.00668
28.7406,2013.3,-54.4205,-8.00136
28.7506,2012.76,-54.5005,-7.99603
28.7606,2012.21,-54.5804,-7.99069
28.7706,2011.66,-54.6602,-7.98535
28.7806,2011.12,-54.74,-7.98001
28.7906,2010.57,-54.8198,-7.97466
28.8006,2010.02,-54.8995,-7.96931
28.8106,2009.47,-54.9791,-7.96396
28.8206,2008.92,-55.0587,-7.9586
28.8306,2008.37,-55.1382,-7.95323
28.8406,2007.81,-55.2177,-7.94786
28.8506,2007.26,-55.2971,-7.94249
28.8606,2006.71,-55.3765,-7.93712
28.8706,2006.15,-55.4558,-7.93174
28.8806,2005.6,-55.5351,-7.92635
28.8906,2005.04,-55.6143,-7.92096
28.9006,2004.49,-55.6934,-7.91557
28.9106,2003.93,-55.7725,-7.91017
28.9206,2003.37,-55.8516,-7.90477
28.9306,2002.81,-55.9306,-7.89937
28.9406,2002.25,-56.0095,-7.89396
28.9506,2001.69,-56.0884,-7.88855
28.9606,2001.13,-56.1672,-7.88313
28.9706,2000.56,-56.246,-7.87771
28.9806,2000,-56.3247,-7.87229
28.9906,1999.44,-56.4034,-7.86686
29.0006,1998.87,-56.482,-7.86143
29.0106,1998.31,-56.5606,-7.85599
29.0206,1997.74,-56.6391,-7.85055
29.0306,1997.17,-56.7175,-7.84511
29.0406,1996.61,-56.7959,-7.83966
29.0506,1996.04,-56.8743,-7.83421
29.0606,1995.47,-56.9526,-7.82876
29.0706,1994.9,-57.0308,-7.8233
29.0806,1994.33,-57.109,-7.81784
29.0906,1993.75,-57.1871,-7.81237
29.1006,1993.18,-57.2652,-7.8069
29.1106,1992.61,-57.3432,-7.80143
29.1206,1992.03,-57.4211,-7.79595
29.1306,1991.46,-57.499,-7.79047
29.1406,1990.88,-57.5769,-7.78499
29.1506,1990.31,-57.6547,-7.7795
29.1606,1989.73,-57.7324,-7.77401
29.1706,1989.15,-57.8101,-7.76852
29.1806,1988.57,-57.8877,-7.76302
29.1906,1987.99,-57.9653,-7.75752
29.2006,1987.41,-58.0428,-7.75201
29.2106,1986.83,-58.1203,-7.74651
29.2206,1986.25,-58.1977,-7.74099
29.2306,1985.67,-58.2751,-7.73548
29.2406,1985.08,-58.3524,-7.72996
29.2506,1984.5,-58.4296,-7.72444
29.2606,1983.91,-58.5068,-7.71891
29.2706,1983.33,-58.5839,-7.71338
29.2806,1982.74,-58.661,-7.70785
29.2906,1982.15,-58.738,-7.70232
29.3006,1981.56,-58.815,-7.69678
29.3106,1980.98,-58.8919,-7.69124
29.3206,1980.39,-58.9688,-7.68569
29.3306,1979.8,-59.0456,-7.68014
29.3406,1979.2,-59.1223,-7.67459
29.3506,1978.61,-59.199,-7.66904
29.3606,1978.02,-59.2756,-7.66348
29.3706,1977.43,-59.3522,-7.65792
29.3806,1976.83,-59.4287,-7.65235
29.3906,1976.24,-59.5052,-7.64679
29.4006,1975.64,-59.5816,-7.64122
29.4106,1975.04,-59.658,-7.63564
29.4206,1974.45,-59.7343,-7.63007
29.4306,1973.85,-59.8105,-7.62449
29.4406,1973.25,-59.8867,-7.6189
29.4506,1972.65,-59.9629,-7.61332
29.4606,1972.05,-60.0389,-7.60773
29.4706,1971.45,-60.115,-7.60214
29.4806,1970.85,-60.1909,-7.59654
29.4906,1970.24,-60.2668,-7.59095
29.5006,1969.64,-60.3427,-7.58535
29.5106,1969.04,-60.4185,-7.57974
29.5206,1968.43,-60.4942,-7.57413
29.5306,1967.83,-60.5699,-7.56853
29.5406,1967.22,-60.6455,-7.56291
29.5506,1966.61,-60.7211,-7.5573
29.5606,1966,-60.7966,-7.55168
29.5706,1965.4,-60.8721,-7.54606
29.5806,1964.79,-60.9475,-7.54044
29.5906,1964.18,-61.0228,-7.53481
29.6006,1963.57,-61.0981,-7.52918
29.6106,1962.95,-61.1734,-7.52355
29.6206,1962.34,-61.2485,-7.51791
29.6306,1961.73,-61.3237,-7.51228
29.6406,1961.11,-61.3987,-7.50664
29.6506,1960.5,-61.4737,-7.50099
29.6606,1959.88,-61.5487,-7.49535
29.6706,1959.27,-61.6236,-7.4897
29.6806,1958.65,-61.6984,-7.48405
29.6906,1958.03,-61.7732,-7.4784
29.7006,1957.41,-61.8479,-7.47274
29.7106,1956.8,-61.9226,-7.46708
29.7206,1956.18,-61.9972,-7.46142
29.7306,1955.55,-62.0718,-7.45576
29.7406,1954.93,-62.1463,-7.45009
29.7506,1954.31,-62.2207,-7.44443
29.7606,1953.69,-62.2951,-7.43876
29.7706,1953.06,-62.3695,-7.43308
29.7806,1952.44,-62.4437,-7.42741
29.7906,1951.81,-62.5179,-7.42173
29.8006,1951.19,-62.5921,-7.41605
29.8106,1950.56,-62.6662,-7.41036
29.8206,1949.93,-62.7403,-7.40468
29.8306,1949.31,-62.8143,-7.39899
29.8406,1948.68,-62.8882,-7.3933
29.8506,1948.05,-62.9621,-7.38761
29.8606,1947.42,-63.0359,-7.38192
29.8706,1946.79,-63.1096,-7.37622
29.8806,1946.15,-63.1833,-7.37052
29.8906,1945.52,-63.257,-7.36482
29.9006,1944.89,-63.3306,-7.35911
29.9106,1944.25,-63.4041,-7.35341
29.9206,1943.62,-63.4776,-7.3477
29.9306,1942.98,-63.551,-7.34199
29.9406,1942.35,-63.6244,-7.33628
29.9506,1941.71,-63.6977,-7.33056
29.9606,1941.07,-63.7709,-7.32485
29.9706,1940.43,-63.8441,-7.31913
29.9806,1939.8,-63.9173,-7.31341
29.9906,1939.16,-63.9903,-7.30768
30.0006,1938.52,-64.0634,-7.30196
30.0106,1937.87,-64.1363,-7.29623
30.0206,1937.23,-64.2092,-7.2905
30.0306,1936.59,-64.2821,-7.28477
30.0406,1935.95,-64.3549,-7.27904
30.0506,1935.3,-64.4276,-7.2733
30.0606,1934.66,-64.5003,-7.26757
30.0706,1934.01,-64.5729,-7.26183
30.0806,1933.36,-64.6455,-7.25608
30.0906,1932.72,-64.718,-7.25034
30.1006,1932.07,-64.7904,-7.2446
30.1106,1931.42,-64.8628,-7.23885
30.1206,1930.77,-64.9351,-7.2331
30.1306,1930.12,-65.0074,-7.22735
30.1406,1929.47,-65.0796,-7.2216
30.1506,1928.82,-65.1518,-7.21584
30.1606,1928.17,-65.2239,-7.21009
30.1706,1927.51,-65.2959,-7.20433
30.1806,1926.86,-65.3679,-7.19857
30.1906,1926.21,-65.4398,-7.19281
30.2006,1925.55,-65.5117,-7.18705
30.2106,1924.89,-65.5835,-7.18128
30.2206,1924.24,-65.6553,-7.17552
30.2306,1923.58,-65.727,-7.16975
30.2406,1922.92,-65.7986,-7.16398
30.2506,1922.26,-65.8702,-7.15821
30.2606,1921.6,-65.9417,-7.15244
30.2706,1920.94,-66.0132,-7.14666
30.2806,1920.28,-66.0846,-7.14088
30.2906,1919.62,-66.1559,-7.13511
30.3006,1918.96,-66.2272,-7.12933
30.3106,1918.3,-66.2985,-7.12355
30.3206,1917.63,-66.3696,-7.11776
30.3306,1916.97,-66.4408,-7.11198
30.3406,1916.3,-66.5118,-7.1062
30.3506,1915.64,-66.5828,-7.10041
30.3606,1914.97,-66.6538,-7.09462
30.3706,1914.3,-66.7247,-7.08883
30.3806,1913.64,-66.7955,-7.08304
30.3906,1912.97,-66.8663,-7.07725
30.4006,1912.3,-66.937,-7.07145
30.4106,1911.63,-67.0076,-7.06566
30.4206,1910.96,-67.0782,-7.05986
30.4306,1910.29,-67.1488,-7.05406
30.4406,1909.61,-67.2193,-7.04826
30.4506,1908.94,-67.2897,-7.04246
30.4606,1908.27,-67.36,-7.03666
30.4706,1907.59,-67.4304,-7.03086
30.4806,1906.92,-67.5006,-7.02505
30.4906,1906.24,-67.5708,-7.01925
30.5006,1905.57,-67.6409,-7.01344
30.5106,1904.89,-67.711,-7.00763
30.5206,1904.21,-67.781,-7.00182
30.5306,1903.53,-67.851,-6.99601
30.5406,1902.85,-67.9209,-6.9902
30.5506,1902.17,-67.9907,-6.98439
30.5606,1901.49,-68.0605,-6.97857
30.5706,1900.81,-68.1302,-6.97276
30.5806,1900.13,-68.1999,-6.96694
30.5906,1899.45,-68.2695,-6.96112
30.6006,1898.76,-68.3391,-6.9553
30.6106,1898.08,-68.4086,-6.94948
30.6206,1897.39,-68.478,-6.94366
30.6306,1896.71,-68.5474,-6.93784
30.6406,1896.02,-68.6167,-6.93202
30.6506,1895.34,-68.686,-6.9262
30.6606,1894.65,-68.7552,-6.92037
30.6706,1893.96,-68.8243,-6.91455
30.6806,1893.27,-68.8934,-6.90872
30.6906,1892.58,-68.9624,-6.90289
30.7006,1891.89,-69.0314,-6.89706
30.7106,1891.2,-69.1003,-6.89123
30.7206,1890.51,-69.1692,-6.8854
30.7306,1889.82,-69.238,-6.87957
30.7406,1889.12,-69.3067,-6.87374
30.7506,1888.43,-69.3754,-6.86791
30.7606,1887.73,-69.444,-6.86207
30.7706,1887.04,-69.5126,-6.85624
30.7806,1886.34,-69.5811,-6.8504
30.7906,1885.65,-69.6495,-6.84457
30.8006,1884.95,-69.7179,-6.83873
30.8106,1884.25,-69.7862,-6.83289
30.8206,1883.55,-69.8545,-6.82705
30.8306,1882.85,-69.9227,-6.82121
30.8406,1882.15,-69.9909,-6.81537
30.8506,1881.45,-70.059,-6.80953
30.8606,1880.75,-70.127,-6.80369
30.8706,1880.05,-70.195,-6.79785
30.8806,1879.35,-70.2629,-6.79201
30.8906,1878.64,-70.3308,-6.78617
30.9006,1877.94,-70.3986,-6.78032
30.9106,1877.24,-70.4663,-6.77448
30.9206,1876.53,-70.534,-6.76863
30.9306,1875.82,-70.6016,-6.76279
30.9406,1875.12,-70.6692,-6.75694
30.9506,1874.41,-70.7367,-6.75109
30.9606,1873.7,-70.8041,-6.74525
30.9706,1872.99,-70.8715,-6.7394
30.9806,1872.28,-70.9389,-6.73355
30.9906,1871.57,-71.0061,-6.7277
31.0006,1870.86,-71.0734,-6.72185
31.0106,1870.15,-71.1405,-6.716
31.0206,1869.44,-71.2076,-6.71015
31.0306,1868.73,-71.2747,-6.7043
31.0406,1868.01,-71.3417,-6.69845
31.0506,1867.3,-71.4086,-6.6926
31.0606,1866.59,-71.4754,-6.68675
31.0706,1865.87,-71.5423,-6.6809
31.0806,1865.15,-71.609,-6.67505
31.0906,1864.44,-71.6757,-6.66919
31.1006,1863.72,-71.7423,-6.66334
31.1106,1863,-71.8089,-6.65749
31.1206,1862.28,-71.8754,-6.65163
31.1306,1861.56,-71.9419,-6.64578
31.1406,1860.84,-72.0083,-6.63993
31.1506,1860.12,-72.0746,-6.63407
31.1606,1859.4,-72.1409,-6.62822
31.1706,1858.68,-72.2071,-6.62236
31.1806,1857.96,-72.2733,-6.61651
31.1906,1857.23,-72.3394,-6.61065
31.2006,1856.51,-72.4054,-6.6048
31.2106,1855.78,-72.4714,-6.59894
31.2206,1855.06,-72.5374,-6.59308
31.2306,1854.33,-72.6032,-6.58723
31.2406,1853.61,-72.669,-6.58137
31.2506,1852.88,-72.7348,-6.57552
31.2606,1852.15,-72.8005,-6.56966
31.2706,1851.42,-72.8661,-6.5638
31.2806,1850.69,-72.9317,-6.55795
31.2906,1849.96,-72.9972,-6.55209
31.3006,1849.23,-73.0627,-6.54624
31.3106,1848.5,-73.1281,-6.54038
31.3206,1847.77,-73.1934,-6.53452
31.3306,1847.04,-73.2587,-6.52867
31.3406,1846.3,-73.324,-6.52281
31.3506,1845.57,-73.3891,-6.51695
31.3606,1844.83,-73.4542,-6.5111
31.3706,1844.1,-73.5193,-6.50524
31.3806,1843.36,-73.5843,-6.49938
31.3906,1842.63,-73.6492,-6.49353
31.4006,1841.89,-73.7141,-6.48767
31.4106,1841.15,-73.7789,-6.48182
31.4206,1840.41,-73.8437,-6.47596
31.4306,1839.67,-73.9084,-6.47011
31.4406,1838.93,-73.973,-6.46425
31.4506,1838.19,-74.0376,-6.4584
31.4606,1837.45,-74.1021,-6.45254
31.4706,1836.71,-74.1666,-6.44669
31.4806,1835.97,-74.231,-6.44083
31.4906,1835.23,-74.2953,-6.43498
31.5006,1834.48,-74.3596,-6.42912
31.5106,1833.74,-74.4239,-6.42327
31.5206,1832.99,-74.488,-6.41742
31.5306,1832.25,-74.5522,-6.41156
31.5406,1831.5,-74.6162,-6.40571
31.5506,1830.76,-74.6802,-6.39986
31.5606,1830.01,-74.7442,-6.39401
31.5706,1829.26,-74.808,-6.38815
31.5806,1828.51,-74.8719,-6.3823
31.5906,1827.76,-74.9356,-6.37645
31.6006,1827.01,-74.9993,-6.3706
31.6106,1826.26,-75.063,-6.36475
31.6206,1825.51,-75.1266,-6.3589
31.6306,1824.76,-75.1901,-6.35305
31.6406,1824.01,-75.2536,-6.3472
31.6506,1823.25,-75.317,-6.34135
31.6606,1822.5,-75.3803,-6.3355
31.6706,1821.74,-75.4436,-6.32966
31.6806,1820.99,-75.5069,-6.32381
31.6906,1820.23,-75.57,-6.31796
31.7006,1819.48,-75.6332,-6.31212
31.7106,1818.72,-75.6962,-6.30627
31.7206,1817.96,-75.7592,-6.30042
31.7306,1817.2,-75.8222,-6.29458
31.7406,1816.45,-75.8851,-6.28874
31.7506,1815.69,-75.9479,-6.28289
31.7606,1814.93,-76.0107,-6.27705
31.7706,1814.16,-76.0734,-6.27121
31.7806,1813.4,-76.136,-6.26537
31.7906,1812.64,-76.1986,-6.25952
31.8006,1811.88,-76.2612,-6.25368
31.8106,1811.12,-76.3236,-6.24785
31.8206,1810.35,-76.3861,-6.24201
31.8306,1809.59,-76.4484,-6.23617
31.8406,1808.82,-76.5107,-6.23033
31.8506,1808.06,-76.573,-6.22449
31.8606,1807.29,-76.6352,-6.21866
31.8706,1806.52,-76.6973,-6.21282
31.8806,1805.76,-76.7594,-6.20699
31.8906,1804.99,-76.8214,-6.20115
31.9006,1804.22,-76.8833,-6.19532
31.9106,1803.45,-76.9452,-6.18949
31.9206,1802.68,-77.007,-6.18365
31.9306,1801.91,-77.0688,-6.17782
31.9406,1801.14,-77.1305,-6.17199
31.9506,1800.37,-77.1922,-6.16616
31.9606,1799.59,-77.2538,-6.16034
31.9706,1798.82,-77.3154,-6.15451
31.9806,1798.05,-77.3768,-6.14868
31.9906,1797.27,-77.4383,-6.14286
32.0006,1796.5,-77.4996,-6.13703
32.0106,1795.72,-77.561,-6.13121
32.0206,1794.94,-77.6222,-6.12538
32.0306,1794.17,-77.6834,-6.11956
32.0406,1793.39,-77.7445,-6.11374
32.0506,1792.61,-77.8056,-6.10792
32.0606,1791.83,-77.8666,-6.1021
32.0706,1791.05,-77.9276,-6.09628
32.0806,1790.27,-77.9885,-6.09047
32.0906,1789.49,-78.0494,-6.08465
32.1006,1788.71,-78.1101,-6.07883
32.1106,1787.93,-78.1709,-6.07302
32.1206,1787.15,-78.2315,-6.06721
32.1306,1786.37,-78.2922,-6.06139
32.1406,1785.58,-78.3527,-6.05558
32.1506,1784.8,-78.4132,-6.04977
32.1606,1784.01,-78.4737,-6.04396
32.1706,1783.23,-78.534,-6.03816
32.1806,1782.44,-78.5944,-6.03235
32.1906,1781.65,-78.6546,-6.02654
32.2006,1780.87,-78.7148,-6.02074
32.2106,1780.08,-78.775,-6.01494
32.2206,1779.29,-78.8351,-6.00913
32.2306,1778.5,-78.8951,-6.00333
32.2406,1777.71,-78.9551,-5.99753
32.2506,1776.92,-79.015,-5.99173
32.2606,1776.13,-79.0749,-5.98594
32.2706,1775.34,-79.1347,-5.98014
32.2806,1774.55,-79.1944,-5.97434
32.2906,1773.76,-79.2541,-5.96855
32.3006,1772.96,-79.3137,-5.96276
32.3106,1772.17,-79.3733,-5.95697
32.3206,1771.38,-79.4328,-5.95118
32.3306,1770.58,-79.4923,-5.94539
32.3406,1769.78,-79.5517,-5.9396
32.3506,1768.99,-79.611,-5.93382
32.3606,1768.19,-79.6703,-5.92803
32.3706,1767.39,-79.7295,-5.92225
32.3806,1766.6,-79.7887,-5.91647
32.3906,1765.8,-79.8478,-5.91068
32.4006,1765,-79.9068,-5.90491
32.4106,1764.2,-79.9658,-5.89913
32.4206,1763.4,-80.0247,-5.89335
32.4306,1762.6,-80.0836,-5.88758
32.4406,1761.8,-80.1424,-5.8818
32.4506,1761,-80.2012,-5.87603
32.4606,1760.19,-80.2599,-5.87026
32.4706,1759.39,-80.3185,-5.86449
32.4806,1758.59,-80.3771,-5.85872
32.4906,1757.78,-80.4357,-5.85295
32.5006,1756.98,-80.4941,-5.84719
32.5106,1756.17,-80.5525,-5.84143
32.5205,1755.36,-80.6109,-5.83566
32.5305,1754.56,-80.6692,-5.8299
32.5405,1753.75,-80.7274,-5.82414
32.5505,1752.94,-80.7856,-5.81839
32.5605,1752.13,-80.8438,-5.81263
32.5705,1751.33,-80.9018,-5.80688
32.5805,1750.52,-80.9598,-5.80112
32.5905,1749.71,-81.0178,-5.79537
32.6005,1748.9,-81.0757,-5.78962
32.6105,1748.08,-81.1335,-5.78387
32.6205,1747.27,-81.1913,-5.77813
32.6305,1746.46,-81.249,-5.77238
32.6405,1745.65,-81.3067,-5.76664
32.6505,1744.83,-81.3643,-5.7609
32.6605,1744.02,-81.4219,-5.75516
32.6705,1743.2,-81.4793,-5.74942
32.6805,1742.39,-81.5368,-5.74368
32.6905,1741.57,-81.5942,-5.73795
32.7005,1740.76,-81.6515,-5.73222
32.7105,1739.94,-81.7087,-5.72648
32.7205,1739.12,-81.766,-5.72076
32.7305,1738.3,-81.8231,-5.71503
32.7405,1737.48,-81.8802,-5.7093
32.7505,1736.66,-81.9372,-5.70358
32.7605,1735.84,-81.9942,-5.69785
32.7705,1735.02,-82.0511,-5.69213
32.7805,1734.2,-82.108,-5.68641
32.7905,1733.38,-82.1648,-5.6807
32.8005,1732.56,-82.2215,-5.67498
32.8105,1731.74,-82.2782,-5.66927
32.8205,1730.91,-82.3349,-5.66355
32.8305,1730.09,-82.3915,-5.65784
32.8405,1729.26,-82.448,-5.65213
32.8505,1728.44,-82.5044,-5.64643
32.8605,1727.61,-82.5608,-5.64072
32.8705,1726.79,-82.6172,-5.63502
32.8805,1725.96,-82.6735,-5.62932
32.8905,1725.13,-82.7297,-5.62362
32.9005,1724.31,-82.7859,-5.61792
32.9105,1723.48,-82.842,-5.61223
32.9205,1722.65,-82.8981,-5.60653
32.9305,1721.82,-82.9541,-5.60084
32.9405,1720.99,-83.0101,-5.59515
32.9505,1720.16,-83.0659,-5.58947
32.9605,1719.33,-83.1218,-5.58378
32.9705,1718.5,-83.1776,-5.5781
32.9805,1717.66,-83.2333,-5.57241
32.9905,1716.83,-83.289,-5.56673
33.0005,1716,-83.3446,-5.56106
33.0105,1715.16,-83.4001,-5.55538
33.0205,1714.33,-83.4556,-5.54971
33.0305,1713.49,-83.5111,-5.54404
33.0405,1712.66,-83.5664,-5.53837
33.0505,1711.82,-83.6218,-5.5327
33.0605,1710.98,-83.677,-5.52703
33.0705,1710.15,-83.7323,-5.52137
33.0805,1709.31,-83.7874,-5.51571
33.0905,1708.47,-83.8425,-5.51005
33.1005,1707.63,-83.8976,-5.50439
33.1105,1706.79,-83.9525,-5.49874
33.1204,1705.95,-84.0075,-5.49308
33.1304,1705.11,-84.0623,-5.48743
33.1404,1704.27,-84.1172,-5.48178
33.1504,1703.43,-84.1719,-5.47614
33.1604,1702.59,-84.2266,-5.47049
33.1704,1701.74,-84.2813,-5.46485
33.1804,1700.9,-84.3359,-5.45921
33.1904,1700.06,-84.3904,-5.45357
33.2004,1699.21,-84.4449,-5.44793
33.2104,1698.37,-84.4993,-5.4423
33.2204,1697.52,-84.5537,-5.43667
33.2304,1696.68,-84.608,-5.43104
33.2404,1695.83,-84.6622,-5.42541
33.2504,1694.98,-84.7164,-5.41979
33.2604,1694.13,-84.7706,-5.41417
33.2704,1693.29,-84.8247,-5.40854
33.2804,1692.44,-84.8787,-5.40293
33.2904,1691.59,-84.9327,-5.39731
33.3004,1690.74,-84.9866,-5.3917
33.3104,1689.89,-85.0404,-5.38609
33.3204,1689.04,-85.0942,-5.38048
33.3304,1688.18,-85.148,-5.37487
33.3404,1687.33,-85.2017,-5.36926
33.3504,1686.48,-85.2553,-5.36366
33.3604,1685.63,-85.3089,-5.35806
33.3704,1684.77,-85.3624,-5.35246
33.3804,1683.92,-85.4159,-5.34687
33.3904,1683.06,-85.4693,-5.34128
33.4004,1682.21,-85.5227,-5.33569
33.4104,1681.35,-85.576,-5.3301
33.4204,1680.5,-85.6292,-5.32451
33.4304,1679.64,-85.6824,-5.31893
33.4404,1678.78,-85.7355,-5.31335
33.4504,1677.93,-85.7886,-5.30777
33.4604,1677.07,-85.8416,-5.30219
33.4704,1676.21,-85.8946,-5.29662
33.4804,1675.35,-85.9475,-5.29105
33.4904,1674.49,-86.0004,-5.28548
33.5004,1673.63,-86.0532,-5.27991
33.5104,1672.77,-86.1059,-5.27435
33.5204,1671.91,-86.1586,-5.26879
33.5304,1671.04,-86.2112,-5.26323
33.5404,1670.18,-86.2638,-5.25767
33.5504,1669.32,-86.3163,-5.25212
33.5604,1668.45,-86.3688,-5.24656
33.5704,1667.59,-86.4212,-5.24101
33.5804,1666.72,-86.4736,-5.23547
33.5904,1665.86,-86.5259,-5.22992
33.6004,1664.99,-86.5781,-5.22438
33.6104,1664.13,-86.6303,-5.21884
33.6204,1663.26,-86.6824,-5.21331
33.6304,1662.39,-86.7345,-5.20777
33.6404,1661.53,-86.7865,-5.20224
33.6504,1660.66,-86.8385,-5.19671
33.6604,1659.79,-86.8904,-5.19118
33.6704,1658.92,-86.9423,-5.18566
33.6804,1658.05,-86.9941,-5.18014
33.6904,1657.18,-87.0458,-5.17462
33.7004,1656.31,-87.0975,-5.16911
